episode,total_reward,impressions_won,epsilon,smoothed_reward
64,23.42383039223098,41,0.9689833231354715,22.2439
65,25.081404506445434,35,0.9684988314739038,22.2876
66,25.980639452854273,35,0.9680145820581669,22.3435
67,25.775216231847487,38,0.9675305747671379,22.3947
68,19.768967729419305,34,0.9670468094797544,22.3561
69,21.378895254920767,35,0.9665632860750146,22.342
70,16.88459423777926,36,0.9660800044319772,22.264
71,23.320028667198518,35,0.9655969644297613,22.2789
72,23.71148327614767,38,0.9651141659475465,22.2988
73,20.964399536403118,35,0.9646316088645728,22.2805
74,19.256114251315818,34,0.9641492930601405,22.2396
75,22.631993589209447,33,0.9636672184136105,22.2448
76,28.212448234124867,40,0.9631853848044037,22.3234
77,23.872218429509605,36,0.9627037921120016,22.3435
78,21.19749065201529,32,0.9622224402159457,22.3288
79,23.149930502064926,37,0.9617413289958378,22.3392
80,22.384535042044448,30,0.9612604583313399,22.3398
81,20.78011862001708,35,0.9607798281021742,22.3205
82,20.419828835477382,34,0.9602994381881231,22.2973
83,18.586037276080102,32,0.9598192884690291,22.2526
84,21.64100921782816,35,0.9593393788247946,22.2453
85,27.492304225428366,37,0.9588597091353822,22.3071
86,25.852958450686717,37,0.9583802792808146,22.3483
87,21.948704619934656,34,0.9579010891411742,22.3437
88,23.331980626079627,34,0.9574221385966036,22.3549
89,26.208374137177188,38,0.9569434275273054,22.3982
90,15.738301419550139,30,0.9564649558135419,22.3242
91,15.427979444188477,33,0.9559867233356352,22.2484
92,21.702071995737533,35,0.9555087299739674,22.2425
93,19.951920271876407,35,0.9550309756089804,22.2179
94,29.94636794270377,44,0.954553460121176,22.3001
95,16.33352926337296,34,0.9540761833911156,22.2373
96,20.31154393327439,38,0.95359914529942,22.2172
97,19.304369143506438,35,0.9531223457267703,22.1872
98,21.81622016651982,37,0.952645784553907,22.1834
99,23.364322572447534,35,0.9521694616616301,22.1953
100,24.453214016958924,30,0.9516933769307994,22.2179
101,24.29947832077364,36,0.951217530242334,22.248
102,24.322214423433685,36,0.9507419214772129,22.2342
103,21.112157609254265,36,0.9502665505164744,22.2028
104,20.17768608780719,32,0.9497914172412162,22.2225
105,22.71442826205492,40,0.9493165215325956,22.2516
106,21.635718769032806,34,0.9488418632718294,22.2475
107,23.63278285078198,31,0.9483674423401935,22.2284
108,25.737641406383098,35,0.9478932586190235,22.2387
109,24.9409261027332,36,0.9474193119897141,22.2243
110,23.384278093818804,37,0.9469456023337193,22.2577
111,29.757735692252545,41,0.9464721295325524,22.386
112,21.95649930501267,33,0.9459988934677862,22.3597
113,19.170928067773065,30,0.9455258940210524,22.3286
114,20.478600687620446,35,0.9450531310740419,22.3365
115,21.88860656374264,36,0.9445806045085049,22.3921
116,21.245908461227888,33,0.9441083142062507,22.3577
117,21.29139598103134,32,0.9436362600491477,22.355
118,30.884290061212052,40,0.9431644419191232,22.4686
119,26.048619108933295,41,0.9426928596981636,22.558
120,23.991968217229267,36,0.9422215132683146,22.5449
121,22.940067300835697,31,0.9417504025116805,22.5365
122,21.829494441942014,32,0.9412795273104247,22.6054
123,19.914901197578818,34,0.9408088875467696,22.6249
124,28.31211127926241,39,0.9403384831029963,22.6449
125,21.10173532746822,32,0.9398683138614449,22.6223
126,25.43018897555801,39,0.9393983797045142,22.69
127,17.270652185535944,38,0.938928680514662,22.659
128,23.453827924138825,33,0.9384592161744048,22.7376
129,23.913463931409627,37,0.9379899865663176,22.7678
130,17.42892834976862,31,0.9375209915730345,22.693
131,24.4039597161641,35,0.937052231077248,22.7116
132,20.161428379795012,34,0.9365837049617094,22.6869
133,20.204396876503303,30,0.9361154131092286,22.6489
134,22.497910462918504,35,0.9356473554026741,22.5998
135,21.021675981404044,35,0.9351795317249728,22.6045
136,19.044509119465236,35,0.9347119419591103,22.6121
137,19.02304143983898,30,0.9342445859881309,22.5444
138,22.536376163430415,35,0.9337774636951368,22.5567
139,24.775875197690688,36,0.9333105749632893,22.5931
140,22.62250465999602,39,0.9328439196758077,22.6304
141,22.53242283595977,30,0.9323774977159699,22.6509
142,26.0197433950513,37,0.9319113089671119,22.6955
143,24.20866599502983,34,0.9314453533126285,22.7374
144,19.817382127356968,36,0.9309796306359722,22.7331
145,24.094018350799836,37,0.9305141408206543,22.7429
146,24.657655070828252,39,0.9300488837502441,22.7588
147,21.262510129185692,34,0.9295838593083691,22.7563
148,16.898103399347104,34,0.929119067378715,22.6537
149,20.73064651842206,30,0.9286545078450257,22.6543
150,14.476497615579932,29,0.9281901805911033,22.4941
151,21.070639665037387,31,0.9277260855008077,22.432
152,20.835209873000775,33,0.9272622224580573,22.4092
153,19.45980279243624,27,0.9267985913468284,22.412
154,26.74148733464302,40,0.926335192051155,22.3971
155,19.937087163746526,33,0.9258720244551295,22.348
156,26.426131398860193,37,0.925409088442902,22.3071
157,25.356466850041766,37,0.9249463838986807,22.337
158,18.723422268074092,34,0.9244839107067314,22.2823
159,22.136209391679742,35,0.9240216687513781,22.2796
160,21.801152630023733,39,0.9235596579170025,22.2313
161,19.215229603485664,33,0.923097878088044,22.2142
162,21.671055576376457,33,0.9226363291490001,22.2444
163,21.86790623704182,32,0.9221750109844257,22.281
164,21.88741538905601,31,0.9217139234789336,22.2657
165,23.521725193341833,35,0.9212530665171942,22.2501
166,22.8053971898192,36,0.9207924399839357,22.2183
167,24.357708210079508,37,0.9203320437639437,22.2041
168,26.205016419382382,38,0.9198718777420618,22.2685
169,28.567987333953464,38,0.9194119418031909,22.3404
170,19.564335503480162,32,0.9189522358322894,22.3672
171,24.164900986802014,40,0.9184927597143733,22.3756
172,24.98511858124163,35,0.9180335133345161,22.3884
173,18.358269571358438,34,0.917574496577849,22.3623
174,19.27408309161563,33,0.9171157093295601,22.3625
175,16.540786624414434,31,0.9166571514748953,22.3016
176,22.211455293685372,34,0.916198822899158,22.2416
177,22.638662389161045,32,0.9157407234877085,22.2292
178,24.491653831224408,37,0.9152828531259647,22.2622
179,24.15505915806266,36,0.9148252116994018,22.2722
180,24.79090764371822,34,0.9143677990935521,22.2963
181,23.04283938347162,35,0.9139106151940054,22.3189
182,25.507064948990088,40,0.9134536598864085,22.3698
183,18.322629191892606,33,0.9129969330564653,22.3672
184,27.555659074248336,38,0.9125404345899372,22.4263
185,19.81832714914649,36,0.9120841643726423,22.3496
186,27.394552340383576,41,0.911628122290456,22.365
187,21.243415785967546,31,0.9111723082293108,22.3579
188,24.426191870937682,36,0.9107167220751963,22.3689
189,27.009512891550685,39,0.9102613637141588,22.3769
190,24.112439949566863,30,0.9098062330323018,22.4606
191,25.977316820937464,36,0.9093513299157857,22.5661
192,26.68721606263292,38,0.9088966542508279,22.616
193,21.730919621818394,37,0.9084422059237025,22.6338
194,26.660635010357012,34,0.9079879848207407,22.6009
195,23.932389201447357,31,0.9075339908283304,22.6769
196,16.744716100640872,30,0.9070802238329163,22.6412
197,23.926992793114962,34,0.9066266837209999,22.6875
198,22.571012988136996,35,0.9061733703791394,22.695
199,26.083132319134126,37,0.9057202836939499,22.7222
200,24.702372451712936,38,0.9052674235521029,22.7247
201,24.826429567662952,31,0.9048147898403269,22.73
202,25.399280481108793,37,0.9043623824454068,22.7407
203,17.99877848290006,33,0.9039102012541841,22.7096
204,27.229060243795036,39,0.9034582461535571,22.7801
205,19.440025789615945,32,0.9030065170304803,22.7474
206,19.311288838391476,35,0.9025550137719651,22.7241
207,21.24121393260277,31,0.9021037362650792,22.7002
208,21.763648091231612,34,0.9016526843969468,22.6605
209,21.670865632176938,37,0.9012018580547484,22.6278
210,22.566902598950268,38,0.900751257125721,22.6196
211,16.59844079785775,37,0.9003008814971583,22.488
212,30.16245758801904,39,0.8998507310564098,22.5701
213,23.393421347599503,38,0.8994008056908817,22.6123
214,21.11721680025707,34,0.8989511052880362,22.6187
215,27.623149979364744,35,0.8985016297353923,22.676
216,28.40806819851903,41,0.8980523789205246,22.7476
217,22.34237265639047,37,0.8976033527310644,22.7581
218,23.454019206025485,34,0.8971545510546989,22.6838
219,27.280868915651073,36,0.8967059737791716,22.6962
220,30.584517447363577,39,0.8962576207922821,22.7621
221,19.610414672696475,31,0.895809491981886,22.7288
222,15.45638377601734,30,0.8953615872358951,22.6651
223,22.724506222490337,32,0.8949139064422772,22.6932
224,28.485988680724116,39,0.8944664494890561,22.6949
225,25.933747149016554,39,0.8940192162643116,22.7432
226,26.56994941067656,36,0.8935722066561794,22.7546
227,23.65688824869809,37,0.8931254205528514,22.8185
228,24.769134327603872,35,0.8926788578425751,22.8316
229,20.45520234321929,37,0.8922325184136538,22.797
230,21.81136279939988,36,0.891786402154447,22.8409
231,19.442493402464564,29,0.8913405089533699,22.7913
232,20.773226023146297,31,0.8908948386988933,22.7974
233,23.52422908239637,34,0.8904493912795439,22.8306
234,20.26491482911065,31,0.8900041665839042,22.8082
235,22.318027921251335,34,0.8895591645006123,22.8212
236,23.692203527352312,32,0.889114384918362,22.8677
237,23.53377423028422,34,0.8886698277259029,22.9128
238,23.63145269408473,37,0.88822549281204,22.9237
239,24.8355917897729,31,0.887781380065634,22.9243
240,24.148366182359062,32,0.8873374893756012,22.9396
241,24.507741041553633,34,0.8868938206309135,22.9593
242,25.608837993753074,36,0.8864503737205981,22.9552
243,22.187698719532644,31,0.8860071485337379,22.935
244,23.835657069550155,37,0.885564144959471,22.9752
245,21.463169929899177,33,0.8851213628869913,22.9489
246,23.607185483617766,33,0.8846788022055478,22.9384
247,21.53768157950259,29,0.8842364628044451,22.9411
248,20.755073047418964,32,0.883794344573043,22.9797
249,20.681293450485406,35,0.8833524474007565,22.9792
250,18.739975394094373,34,0.8829107711770562,23.0219
251,25.86325360586759,35,0.8824693157914677,23.0698
252,27.389347782710843,40,0.882028081133572,23.1353
253,23.880076069514725,34,0.8815870670930053,23.1795
254,16.289242532671803,32,0.8811462735594588,23.075
255,24.38259419959775,35,0.8807057004226791,23.1195
256,21.84371875155984,32,0.8802653475724679,23.0736
257,25.32743127394975,36,0.8798252148986817,23.0733
258,16.845505010458837,28,0.8793853022912325,23.0546
259,25.95494848944379,41,0.8789456096400869,23.0928
260,25.997546541550673,37,0.8785061368352669,23.1347
261,23.51175540259842,32,0.8780668837668493,23.1777
262,22.570443106595103,32,0.8776278503249659,23.1867
263,25.428283680250967,41,0.8771890363998035,23.2223
264,23.508587899951294,34,0.8767504418816037,23.2385
265,22.57333055167675,39,0.876312066660663,23.229
266,20.415479556216695,37,0.8758739106273327,23.2051
267,26.659876823256262,35,0.8754359736720191,23.2281
268,23.435534732103065,33,0.8749982556851831,23.2004
269,25.976415802574586,34,0.8745607565573406,23.1745
270,26.408786692869658,36,0.8741234761790619,23.243
271,30.22495473584589,33,0.8736864144409725,23.3036
272,19.420993383227664,37,0.873249571233752,23.2479
273,19.198032335676956,33,0.8728129464481352,23.2563
274,28.241340430571316,39,0.8723765399749112,23.346
275,22.87269419687135,36,0.8719403517049238,23.4093
276,19.536516514850018,34,0.8715043815290714,23.3826
277,23.848016734664863,32,0.8710686293383069,23.3947
278,24.67398951527749,44,0.8706330950236377,23.3965
279,28.617681528403626,34,0.870197778476126,23.4411
280,25.689855502635382,40,0.869762679586888,23.4501
281,25.17661026635612,40,0.8693277982470946,23.4714
282,24.067805276328233,33,0.8688931343479711,23.457
283,22.688032068647452,35,0.8684586877807972,23.5007
284,23.850401467634445,36,0.8680244584369068,23.4636
285,24.509526068359076,37,0.8675904462076884,23.5106
286,24.530152397912353,35,0.8671566509845846,23.4819
287,22.592904627070343,31,0.8667230726590923,23.4954
288,19.039859340582577,36,0.8662897111227629,23.4415
289,22.434091019064123,39,0.8658565662672015,23.3958
290,23.266402630167835,33,0.865423637984068,23.3873
291,13.820583074476145,28,0.864990926165076,23.2658
292,20.695232723212985,34,0.8645584307019936,23.2058
293,21.479412355124207,31,0.8641261514866426,23.2033
294,21.194747067375435,36,0.8636940884108993,23.1487
295,24.9590795778804,35,0.8632622413666939,23.1589
296,20.38196666463293,34,0.8628306102460106,23.1953
297,21.134771600765696,38,0.8623991949408877,23.1674
298,22.905593578661517,33,0.8619679953434173,23.1707
299,16.162572890934676,33,0.8615370113457457,23.0715
300,14.971914301668939,31,0.8611062428400729,22.9742
301,25.226394118891264,33,0.8606756897186528,22.9782
302,22.229275565410994,32,0.8602453518737936,22.9465
303,17.894639248759727,29,0.8598152291978567,22.9455
304,24.237654715603203,35,0.8593853215832578,22.9156
305,17.662960388358407,31,0.8589556289224661,22.8978
306,21.174883018772537,35,0.8585261511080049,22.9164
307,23.869569562531304,36,0.858096888032451,22.9427
308,21.2610894008866,37,0.8576678395884348,22.9377
309,19.185899670901314,34,0.8572390056686406,22.9128
310,19.011420504678338,30,0.8568103861658064,22.8773
311,12.006402659260836,24,0.8563819809727236,22.8314
312,25.428108203695274,37,0.8559537899822373,22.784
313,20.609533582972034,34,0.8555258130872462,22.7562
314,21.668145507996925,36,0.8550980501807026,22.7617
315,26.025813544019847,34,0.8546705011556123,22.7457
316,24.926348668328902,38,0.8542431659050345,22.7109
317,30.025468365908385,42,0.853816044322082,22.7877
318,22.610430419552188,34,0.8533891362999211,22.7793
319,23.678759790925316,34,0.8529624417317712,22.7433
320,26.079655009531812,37,0.8525359605109053,22.6982
321,17.01580323615172,26,0.8521096925306499,22.6723
322,24.95742051048233,34,0.8516836376843847,22.7673
323,18.85781563886343,31,0.8512577958655425,22.7286
324,19.83150301833737,34,0.8508321669676098,22.6421
325,18.760431737720893,34,0.850406750884126,22.5703
326,17.19053091825924,27,0.8499815475086839,22.4766
327,16.840615755429702,36,0.8495565567349297,22.4084
328,22.55496447832836,34,0.8491317784565623,22.3862
329,29.823138837435682,38,0.8487072125673341,22.4799
330,24.974104310593102,36,0.8482828589610505,22.5116
331,20.67508248959198,35,0.84785871753157,22.5239
332,15.844680331568851,31,0.8474347881728043,22.4746
333,21.17559325613087,34,0.847011070778718,22.4511
334,25.977175217352517,38,0.8465875652433287,22.5082
335,21.122714811227695,32,0.846164271460707,22.4963
336,23.54309358322359,39,0.8457411893249768,22.4948
337,28.31499778370779,39,0.8453183187303144,22.5426
338,20.52028412068264,31,0.8448956595709493,22.5115
339,22.491571062970863,37,0.8444732117411639,22.488
340,17.268092675143123,30,0.8440509751352934,22.4192
341,24.822241421933402,36,0.8436289496477257,22.4224
342,24.97251215624547,37,0.8432071351729019,22.416
343,19.927057589705317,36,0.8427855316053156,22.3934
344,15.955338967060003,31,0.8423641388395129,22.3146
345,22.917478395427107,32,0.8419429567700932,22.3292
346,20.63723363721012,38,0.8415219852917082,22.2995
347,27.213603983643253,38,0.8411012242990624,22.3562
348,26.270593734896575,37,0.8406806736869129,22.4114
349,20.877460942662736,36,0.8402603333500694,22.4133
350,27.581303281862006,38,0.8398402031833945,22.5017
351,23.515825952513833,36,0.8394202830818028,22.4783
352,20.3276985646011,34,0.839000572940262,22.4077
353,28.811273447820664,37,0.8385810726537919,22.457
354,24.494351985291658,36,0.8381617821174651,22.539
355,22.108340103780716,33,0.8377427012264064,22.5163
356,23.128155574186167,37,0.8373238298757932,22.5291
357,28.4722909000998,38,0.8369051679608553,22.5606
358,24.400061465060073,34,0.8364867153768749,22.6361
359,22.665828830342136,37,0.8360684720191865,22.6032
360,23.729194042233047,35,0.835650437783177,22.5805
361,19.4029312675214,31,0.8352326125642855,22.5395
362,25.290931761617166,35,0.8348149962580034,22.5667
363,25.2140780282372,35,0.8343975887598745,22.5645
364,16.519941675133165,33,0.8339803899654946,22.4946
365,26.731527229288705,37,0.833563399770512,22.5362
366,20.610231470795046,31,0.8331466180706267,22.5382
367,19.303976159511848,31,0.8327300447615915,22.4646
368,31.733132570638205,42,0.8323136797392108,22.5476
369,20.29730751654263,34,0.8318975228993413,22.4908
370,18.345203871864722,34,0.8314815741378917,22.4101
371,20.917198390322984,38,0.8310658333508228,22.3171
372,23.583968556106832,37,0.8306503004341474,22.3587
373,30.89943473320316,39,0.8302349752839304,22.4757
374,24.68952865858219,37,0.8298198577962885,22.4402
375,18.910474232069546,34,0.8294049478673904,22.4006
376,22.837916347476366,37,0.8289902453934568,22.4336
377,25.247532359661477,37,0.8285757502707601,22.4476
378,25.65688609109066,33,0.8281614623956248,22.4574
379,20.09152890468741,31,0.8277473816644271,22.3722
380,27.043432554110073,37,0.827333507973595,22.3857
381,27.77496099674862,35,0.8269198412196082,22.4117
382,21.642534530200304,33,0.8265063812989984,22.3874
383,21.99269238554345,34,0.826093128108349,22.3805
384,18.614386247947643,30,0.8256800815442948,22.3281
385,18.644325633857083,33,0.8252672415035227,22.2695
386,26.833821197416015,39,0.824854607882771,22.2925
387,24.752220591493195,37,0.8244421805788297,22.3141
388,27.505302692046712,36,0.8240299594885403,22.3987
389,21.25476381619097,37,0.8236179445087961,22.3869
390,27.378039333753243,36,0.8232061355365418,22.4281
391,18.444201367178096,31,0.8227945324687735,22.4743
392,22.405022128028655,35,0.8223831352025393,22.4914
393,23.582043020317087,36,0.821971943634938,22.5124
394,24.46766239428706,38,0.8215609576631205,22.5451
395,22.1772112491234,33,0.8211501771842891,22.5173
396,21.80272570833788,38,0.820739602095697,22.5315
397,23.500656459392427,32,0.8203292322946492,22.5552
398,24.86305937718376,36,0.8199190676785019,22.5748
399,20.644319871125653,34,0.8195091081446627,22.6196
400,28.639003184814126,37,0.8190993535905904,22.7563
401,23.773865336108127,33,0.8186898039137951,22.7417
402,24.414248441262856,33,0.8182804590118382,22.7636
403,30.21904658648467,42,0.8178713187823323,22.8868
404,23.522490638273773,36,0.8174623831229412,22.8797
405,23.395918628019032,41,0.8170536519313798,22.937
406,21.35843140387628,31,0.8166451251054142,22.9388
407,22.725438829376962,35,0.8162368025428616,22.9274
408,24.82613664097127,32,0.8158286841415902,22.9631
409,26.8144422103386,37,0.8154207697995194,23.0393
410,20.44989197273444,32,0.8150130594146197,23.0537
411,22.88360347054392,35,0.8146055528849124,23.1625
412,28.2574045177132,39,0.81419825010847,23.1908
413,25.685174647962675,38,0.8137911509834158,23.2415
414,21.452514935131603,31,0.8133842554079241,23.2394
415,21.67130111497866,35,0.8129775632802202,23.1958
416,26.051534521452904,35,0.8125710744985801,23.2071
417,21.700018838146768,37,0.8121647889613309,23.1238
418,22.41441023213765,33,0.8117587065668503,23.1219
419,24.626185586542828,36,0.8113528272135669,23.1314
420,22.23436977768765,34,0.8109471507999602,23.0929
421,21.46016043166502,35,0.8105416772245603,23.1373
422,24.437671030643763,35,0.8101364063859481,23.1321
423,17.037293121447966,33,0.8097313381827551,23.1139
424,25.46287008508772,37,0.8093264725136637,23.1703
425,24.43829747814131,32,0.808921809277407,23.227
426,21.302079462419087,35,0.8085173483727683,23.2681
427,20.646194958517636,38,0.808113089698582,23.3062
428,21.557947703326786,35,0.8077090331537328,23.2962
429,18.517633005578812,28,0.8073051786371559,23.1832
430,27.368515366161343,39,0.8069015260478374,23.2071
431,27.540115111795977,39,0.8064980752848135,23.2758
432,29.45225099841029,41,0.8060948262471712,23.4118
433,29.459973601638954,37,0.8056917788340476,23.4947
434,29.006360342830913,37,0.8052889329446307,23.525
435,22.134281147718852,34,0.8048862884781584,23.5351
436,25.511239966516097,37,0.8044838453339194,23.5548
437,20.300642319628427,31,0.8040816034112525,23.4746
438,20.099052161306258,32,0.8036795626095469,23.4704
439,22.904694403131913,32,0.8032777228282422,23.4746
440,23.7917579304305,34,0.8028760839668281,23.5398
441,25.40938170813643,36,0.8024746459248447,23.5457
442,26.900695341019052,37,0.8020734086018824,23.5649
443,28.318052405057376,34,0.8016723718975814,23.6489
444,24.03089873899316,34,0.8012715357116327,23.7296
445,22.001580461360206,36,0.8008708999437769,23.7205
446,25.42615631741715,39,0.8004704644938051,23.7683
447,17.10174158868636,27,0.8000702292615582,23.6672
448,19.731542818041095,34,0.7996701941469275,23.6018
449,15.465564424037945,26,0.7992703590498541,23.5477
450,21.14081426380638,32,0.7988707238703292,23.4833
451,20.11706448968261,34,0.7984712885083941,23.4493
452,24.070631622599713,35,0.79807205286414,23.4868
453,23.23598415446931,39,0.797673016837708,23.431
454,24.63395706405626,39,0.7972741803292892,23.4324
455,23.653370115817662,38,0.7968755432391246,23.4478
456,19.80065996257305,40,0.796477105467505,23.4146
457,25.553913763734624,37,0.7960788669147714,23.3854
458,24.741413793683368,35,0.7956808274813141,23.3888
459,23.367731228518057,35,0.7952829870675735,23.3958
460,21.696166306216433,36,0.7948853455740398,23.3755
461,21.622774799709966,31,0.7944879029012528,23.3977
462,24.039198693974257,37,0.7940906589498022,23.3852
463,22.89208077724346,35,0.7936936136203274,23.362
464,28.72972517649671,34,0.7932967668135174,23.484
465,21.901098373187182,34,0.7929001184301107,23.4357
466,27.931798525219698,41,0.7925036683708957,23.509
467,27.431189783278533,37,0.7921074165367102,23.5902
468,19.658022788486242,31,0.7917113628284419,23.4695
469,21.589054494493073,29,0.7913155071470277,23.4824
470,21.87608133098189,30,0.7909198493934543,23.5177
471,23.856710339045556,40,0.7905243894687576,23.5471
472,30.434849896414804,38,0.7901291272740233,23.6156
473,20.77301796348338,35,0.7897340627103864,23.5143
474,25.095696484441604,38,0.7893391956790312,23.5184
475,25.661565340881218,36,0.7889445260811917,23.5859
476,28.71764724375594,42,0.7885500538181511,23.6447
477,17.47409388018268,35,0.7881557787912421,23.567
478,24.196345249357904,34,0.7877617009018465,23.5524
479,24.416251823491432,37,0.7873678200513956,23.5956
480,23.625972581678486,36,0.7869741361413699,23.5614
481,32.843697822905156,42,0.7865806490732993,23.6121
482,22.9205607146862,35,0.7861873587487627,23.6249
483,20.28968994960965,31,0.7857942650693883,23.6079
484,21.20761466464167,28,0.7854013679368537,23.6338
485,16.494341361477147,31,0.7850086672528853,23.6123
486,17.83304554317784,31,0.784616162919259,23.5223
487,20.397204595505723,36,0.7842238548377993,23.4788
488,25.45139044580123,40,0.7838317429103805,23.4582
489,21.521558214481026,33,0.7834398270389253,23.4609
490,18.91904295121541,32,0.783048107125406,23.3763
491,22.61952110946735,36,0.7826565830718433,23.4181
492,17.4958192831751,29,0.7822652547803074,23.369
493,22.743892935571367,38,0.7818741221529173,23.3606
494,21.295718522916587,38,0.7814831850918409,23.3289
495,27.138033160432965,37,0.781092443499295,23.3785
496,21.82905158938838,35,0.7807018972775454,23.3787
497,25.19385611021211,37,0.7803115463289066,23.3957
498,22.505867106362018,38,0.7799213905557423,23.3721
499,21.580806046151242,34,0.7795314298604644,23.3815
500,23.030633341688404,38,0.7791416641455342,23.3254
501,27.25937561773969,36,0.7787520933134615,23.3602
502,18.558785787420213,30,0.7783627172668048,23.3017
503,19.14573108496575,37,0.7779735359081715,23.1909
504,19.11468913215412,33,0.7775845491402175,23.1469
505,28.339635670377056,42,0.7771957568656473,23.1963
506,23.64159584364887,39,0.7768071589872145,23.2191
507,22.326413545527434,33,0.776418755407721,23.2151
508,23.89199474806789,40,0.7760305460300172,23.2058
509,28.93053386911051,40,0.7756425307570022,23.227
510,17.69649361144007,33,0.7752547094916237,23.1994
511,17.928856238275237,33,0.7748670821368779,23.1499
512,22.626333201052134,37,0.7744796485958095,23.0936
513,24.33825340658182,37,0.7740924087715116,23.0801
514,24.276039015617272,36,0.773705362567126,23.1083
515,28.34873112190707,39,0.7733185098858425,23.1751
516,25.970048384568617,34,0.7729318506308996,23.1743
517,28.53267070508751,39,0.7725453847055842,23.2426
518,21.832841080071066,35,0.7721591120132315,23.2368
519,29.56336405745888,35,0.771773032457225,23.2862
520,20.835244634311092,36,0.7713871459409963,23.2722
521,21.674318821492914,33,0.7710014523680259,23.2743
522,22.542922169685436,36,0.7706159516418419,23.2554
523,25.37444869413976,37,0.770230643666021,23.3388
524,19.362902717649725,38,0.7698455283441881,23.2778
525,24.026528632456333,36,0.769460605580016,23.2736
526,27.11937869922367,37,0.7690758752772261,23.3318
527,23.32420513116052,31,0.7686913373395875,23.3586
528,29.314837495719228,37,0.7683069916709178,23.4362
529,18.035887085521264,33,0.7679228381750823,23.4313
530,20.457397340342773,36,0.7675388767559949,23.3622
531,27.2734070178254,38,0.7671551073176169,23.3596
532,23.19124593318295,30,0.7667715297639581,23.2969
533,18.93631336993187,32,0.7663881439990762,23.1917
534,28.220804702618235,37,0.7660049499270767,23.1839
535,24.120562730854935,33,0.7656219474521132,23.2037
536,23.879401350973108,35,0.7652391364783871,23.1874
537,24.008927347462613,34,0.764856516910148,23.2245
538,20.899838305708275,35,0.764474088651693,23.2325
539,24.982645795972633,34,0.7640918516073671,23.2533
540,22.432647776160806,34,0.7637098056815635,23.2397
541,20.515990301216714,37,0.7633279507787228,23.1907
